user_location,text
"Nairobi, Kenya",@OleItumbi #Uhurukenyatta is sure of his 8m fans and the handshake is all about uniting Kenyans so if he can take h… https://t.co/QugxRbUJ5R
United Kingdom,Court Squashes Uhuru Kenyatta's Executive Order -  - https://t.co/Kodpbj1zVd - #News #Judges #Kenya #KenyanCourt… https://t.co/dLszJX0D7v
"Middle River, MD",@realdavidtarus The mistake hustler nation is making is being reactive to @RailaOdinga and #UhuruKenyatta actions..… https://t.co/0pwhj5fZxG
"Middle River, MD","@mwalimu_dida If #UhuruKenyatta has only one vote, then why worry. You have 8 million 😂😂😂😂😂😂"
"Middle River, MD",@Sndunda1 @RodgersKipembe @WilliamsRuto @DanielN61841575 They are opening battle fronts everywhere.  They call… https://t.co/RGUV3pFTGW
"Middle River, MD","@Joe_munene1 Then why does tangatanga keep on blaming uhuru for the marriage breakdown.  Move on, forget… https://t.co/C5wSawxctE"
United Kingdom,Former Chief Justice Rattles At President Uhuru Kenyatta For Rejecting Six Judges -  - https://t.co/zLqTV9P5aK -… https://t.co/9grGibk1Ne
"ÜT: -1.2766623,36.789368",@AtwoliDza and his group are underestimating just how angry Kenyans are with #UhuruKenyatta and his systematic dism… https://t.co/AqYAggXIvj
Kenya,#UhuruKenyatta Return the bill to parliament #DontSignTheNarcoticsBill https://t.co/vYvSTuF97S
Kenya,This is politics and our president knows to well the maths involved....  Jakom @RailaOdinga what value will they ha… https://t.co/9XMikv4oJj
Kenya,"@OleItumbi did you use DP handle to write this? Ama gloves are off?
#UhuruKenyatta https://t.co/DE5bJxTSn4"
"Самара, Россия","When Jubilee was an infant,it was GRAND. The Agenda was quite remarkable,a lot has happened after the HANDSHAKE. Th… https://t.co/9IFXl8ItKr"
,"EAM @DrSJaishankar meets Kenyan President #UhuruKenyatta, says, India-Kenya partnership is an example of South-Sout… https://t.co/iYip3VFYkw"
"Mumbai, India","EAM @DrSJaishankar meets #Kenyan President #UhuruKenyatta, says, #India-#Kenya partnership is an example of… https://t.co/KPdufSCcqW"
India,"EAM @DrSJaishankar meets Kenyan President #UhuruKenyatta, says, India-Kenya partnership is an example of South-Sout… https://t.co/ev2okNxGAd"
"New Delhi, India","EAM @DrSJaishankar meets Kenyan President #UhuruKenyatta, says, India-Kenya partnership is an example of South-Sout… https://t.co/RTgKoXd72T"
,@andymeho @HonAmosKimunya @FrankMtetezi @JubileePartyK @amoskimunya Wonders will never cease if there is any cow re… https://t.co/aJnUemkejz
"Middle River, MD",@ahmednasirlaw Tangatanga only want to hear #UhuruKenyatta must go. That is their way of constitutional interpretation
"Middle River, MD",@Amaragibs @EmmanuelTalam @ListerNyaringo Lol.. by the way why cant tangatanga bring even a motion to impeach… https://t.co/iUirj3rR02
"Kisumu, Kenya",@Kipkiru59877121 @ntvkenya @zeynabIsmail @murithi_kenn Your comments are a confirmation that you aren't getting my… https://t.co/XqhnMleM4e
,"@PaulMMwangi @opargoo Without regarding the law,you have profusely advised #RAO #Uhurukenyatta on matters BBI inste… https://t.co/i1P6Qzw44f"
"Middle River, MD",@PetergKenya @ahmednasirlaw what is laughable is the fact that most of them asked the president what he has against… https://t.co/Y4jJIOPNGP
"Trondheim, Norway","The @_AfricanUnion, under @AUC_MoussaFaki is overseeing #TigrayGenocide. The silence of African leaders such as… https://t.co/SiGy4XuMCv"
United Kingdom,MP Back Uhuru's Appointment Of 34 Judges -  - https://t.co/40BsyI4RKI - #Politics #Kenya #Kenyatta #UhuruKenyatta https://t.co/tyeSYAHjCd
"Nairobi, Kenya",That's the way @StateHouseKenya  @OCJKENYA #marthakoome  #uhurukenyatta https://t.co/2F1jhVeEdS
"Middle River, MD",@NiMutwiri @cbs_ke @NMS_Kenya @POTUS @POTUS45 Kusoma nilisoma. Anyhow #UhuruKenyatta is the 4th... how wengine ni wishful thinking.
,who is Nelson Havi but a failed loud wannabe politician womanizer and alcoholic . kelele . anyone who criticizes Uh… https://t.co/QEzFONiW9G
,People in Nairobi need to ask themselves If they want  Sonko to rule over them . Badi has done well and continues t… https://t.co/pSIOpSyBkI
Kenya,Butterfly tattoo. Beautiful tattoo. Get quality tattoos at affordable prices. Studio located along Thika road. We a… https://t.co/kyLEJyIEqd
"Nakuru, Kenya","At the late at which the courts are fixing this nation,soon the court will declare Zabloan manono the loan ranger p… https://t.co/BRqBYbvqfr"
"Middle River, MD",@nyatemu @edu_rancho @Kenyajudiciary @kipmurkomen @bonifacemwangi @DanielN61841575 @BenjiNdolo @MarkBichachi… https://t.co/hQeZTsnz8Y
"Africa,Nairobi,Kenya",President #UhuruKenyatta mbona unafanya hivi...u stopped someone seeking for justice promised him not to go forward… https://t.co/mJ9i7d2S4k
"Middle River, MD",@YussufMwinyi @DanielN61841575 @WilliamsRuto is using all the tools he has to survive... #UhuruKenyatta  will do li… https://t.co/d8mn9tqbqL
"Middle River, MD","@bonifacemwangi Male chauvinism ats best.. @WMutunga , @dkmaraga , @ahmednasirlaw , @NelsonHavi  and @makaumutua sh… https://t.co/S6RcJCCsff"
Nairobi,"High Court declares Uhuru's executive order 1 of 2020 unconstitutional, null, and void

Read on:… https://t.co/M2z1wxrvjG"
Nairobi,"2/2 The two leaders discussed ways of bolstering bilateral ties between Nairobi🇰🇪 and Ankara🇹🇷 through trade, diplo… https://t.co/MJNSPXL2EW"
Nairobi,"1/2 His Excellency President Uhuru Kenyatta and his host, President @RTErdogan of Turkey held talks on the sideline… https://t.co/LER0lTZAYy"
Nairobi,3/3 He observed that the global multilateral system was not operating optimally and expressed optimism that world l… https://t.co/3HA6FyTWus
Nairobi,"2/3 The President, who spoke Friday at an interactive session on governance at the ongoing Antalya Diplomacy Forum… https://t.co/okla1BifOt"
Nairobi,1/3 President Uhuru Kenyatta has called for the democratization of multilateral organizations so as to ensure inclu… https://t.co/ZVI5XWpjJl
Nairobi,3/3 President Kenyatta is scheduled to address the meeting which has been convened by President Recep Tayyip Erdoga… https://t.co/8BDrfsHl0E
Nairobi,"2/3 The President, who is on two-day Official Visit of the Republic of Turkey at the invitation of President… https://t.co/N4azKyVhI3"
Nairobi,1/3 President Uhuru Kenyatta on Friday joined other Heads of State and Government at the Antalya Diplomacy Forum (A… https://t.co/zAvmc28SE2
Nairobi,"2/4 The Antalya Diplomacy Forum is a high-level platform for world leaders from the spheres of diplomacy, policy, a… https://t.co/CpP6FPVIC2"
Nairobi,"President Uhuru Kenyatta has sent a message of condolence to President Edgar Lungu, the Government and the people o… https://t.co/JVAQPm6WaX"
Nairobi,President Uhuru Kenyatta presents three brand new rally cars to young Kenyan drivers sponsored for the WRC Safari R… https://t.co/b7LUpT96Sr
Nairobi,"3/3 The Head of State spoke Thursday at State House, Nairobi when he presented brand new rally cars to young Kenyan… https://t.co/zymyBymFjz"
Nairobi,"2/3 At the same time, the President urged Kenyan motorsport enthusiasts who will be attending the four-day Safari R… https://t.co/ovZNudYkGY"
Nairobi,1/3 President Uhuru Kenyatta has said Kenya is adequately prepared to welcome back the World Rally Championship (WR… https://t.co/jqfVIriIau
Nairobi,President Uhuru Kenyatta today visited the Nairobi home of industrialist Chris Kirubi to condole with the family. D… https://t.co/exsUXZgKtA
Nairobi,"2/2 ""The Honorable Jakoyo was a straight shooting debater on the floor of Parliament who became famous for witty an… https://t.co/yRRqVpTN2D"
Nairobi,"1/2 President Uhuru Kenyatta has led Kenyans in mourning former Gem Member of Parliament, the Hon Washington Jakoyo… https://t.co/ZlAUeC6Kyv"
Nairobi,"President Uhuru Kenyatta has condoled with the family, friends and relatives of Mzee David Kamau Waweru of Gichagi,… https://t.co/kpYD0Ugc2r"
Nairobi,3/3 The visiting Minister also briefed President Kenyatta on the measures his Government is taking to restore the s… https://t.co/j9N00t2ylT
Nairobi,"2/3 The President and Mr Jaishankar discussed a wide range of bilateral interests between Kenya and India, among th… https://t.co/af2GNmcLNj"
Nairobi,"1/3 At another event, President Kenyatta met India’s External Affairs Minister Subrahmanyam Jaishankar who paid him… https://t.co/ojiRHWnV5T"
Nairobi,"The Head of State spoke Monday at State House, Nairobi, when he hosted a delegation of political leaders from Lower… https://t.co/D0MvpEXN0l"
Nairobi,The President emphasized that the whole essence of the #BBI was to bring the country together &amp; consolidate nationa… https://t.co/Vs9Z8elriM
Nairobi,President Uhuru Kenyatta has urged leaders across the political divide to unite and work together for Kenya to achi… https://t.co/iDPFSajrIw
Nairobi,"3/3 ""Besides his celebrated business acumen, Kenya will remember Chris a great coach and business mentor who raised… https://t.co/O3SrftfalU"
Nairobi,"2/3 In his message of comfort, the President mourned Mr Kirubi, 80, as a seasoned businessman, entrepreneur and ind… https://t.co/A750IgBr3R"
Nairobi,"1/3 President Uhuru Kenyatta has sent a message of condolence to the family, friends and relatives of businessman C… https://t.co/HhgeT0pyEH"
Nairobi,President Uhuru Kenyatta has sent a message of condolence to the family relatives and friends of Kenya's former env… https://t.co/8HKRRLqmpC
Nairobi,Empowering small holder farmers to produce more is the core of the Food Security pillar of President Kenyatta's… https://t.co/Wlx1HxJV44
Nairobi,5/5 President Kenyatta looks forward to joining PM @BorisJohnson at the #GES2021 and continuing the campaign to rai… https://t.co/RScnrwB7t7
Nairobi,"4/5 As co-chair of the GPE 2021-2025 replenishment campaign, Kenya acknowledges and thanks the @EU_Commission for p… https://t.co/oKziEURDB2"
Nairobi,3/5 Kenya is grateful to PM @BorisJohnson and the UK for for leading the call to #FundEducation and for rallying wo… https://t.co/gKrkl3XaHS
Nairobi,"2/5 This announcement marks a momentous day in the @GPforEducation campaign, which Kenya is proud to co-host alongs… https://t.co/NhoGXKLK6N"
Nairobi,1/5 President Uhuru Kenyatta congratulates UK Prime Minister @BorisJohnson and the UK Government for stepping up an… https://t.co/Nse03LviKX
Nairobi,"2/2 President Kenyatta, who spoke on Friday in Nairobi when he awarded a charter to the Aga Khan University-Kenya,… https://t.co/1oAhdwrmm3"
Nairobi,1/2 President Uhuru Kenyatta has asked universities to invest in research and training that support the Kenya's new… https://t.co/fOrHqei2fy
Nairobi,"2/2 The Aga Khan University-Kenya, which has been operating on an Interim Letter of Authority since 2002, is now th… https://t.co/Zb62d5SS42"
Nairobi,1/2 President Uhuru Kenyatta has awarded a Charter to The Aga Khan University-Kenya and inaugurated its ultra-moder… https://t.co/MDA8NPwU01
Nairobi,"2/2 Over the years, Aga Khan University-Kenya has graduated nearly 4,000 professionals serving the country and East… https://t.co/81PtnKaQ7C"
Nairobi,"1/2 President Uhuru Kenyatta arrives at The Aga Khan University in Parklands, Nairobi County to preside over the aw… https://t.co/2BG1PICZbg"
Kenya,"Joined the family, relatives, and friends of my friend Chris Kirubi at the Faith Evangelistic Ministries (FEM) Chur… https://t.co/oeI4WyYTn6"
Kenya,Kenyans rightfully continue to have high expectations from the devolved units of government. https://t.co/B1elaAGkvH
Kenya,I presided over the launch of a Cardiac Catheterization Lab at the Coast General Teaching and Referral Hospital. Th… https://t.co/3DUygQnZXt
Kenya,My heartfelt condolences go to the people of Zambia following the passing of their founding president who was a pea… https://t.co/INSkxuWyTi
Kenya,Kenneth Kaunda stood with us Kenyans during our independence struggle against the British and had close working tie… https://t.co/MQmKxlbjMD
Kenya,"We need to report suspicious activities early and immediately. Let’s end this sad trend. 

Let us look towards chil… https://t.co/3mVmq3SBNo"
Kenya,"We marked the day of the African child against the backdrop of increasing heartbreaking reports of missing, murdere… https://t.co/TYFcvCOFfz"
Kenya,"Wakamau was a dedicated Christian with a strong track record of community service who shall be missed by many. 

Ma… https://t.co/c2Z4VHgU8e"
Kenya,Joined the family and friends of Mzee David Kamau Waweru as they bade him a final farewell. Mzee Waweru (Wakamau) i… https://t.co/Ei2oXZdwC8
Kenya,"First elected MP in 2002, Jakoyo Midiwo served the people of Gem with passion for 3 terms. 

An astute debater, a m… https://t.co/3BPw2xeOor"
Kenya,Chris Kirubi was my friend and one to many others and a mentor to even more. He was a dedicated entrepreneur and ph… https://t.co/zEvikaYupt
Kenya,We lost him just when our country and humanity needed his knowledge the most. We are however grateful for the contr… https://t.co/bP6OolbEur
Kenya,Professor Richard Samson Odingo was a gifted scholar and great teacher who gifted a long line of students with know… https://t.co/70ah1ztfso
Kenya,Kenya cannot survive a supremacy war between its institutions. https://t.co/BcvpkzurpI
Kenya,None of the projects launched or mentioned during the Madaraka period are owned by or meant to serve Kisumu county… https://t.co/JhYrJKa3Jz
Kenya,The people of Kibwezi and our country have lost a charismatic leader with exceptional grassroots mobilization skill… https://t.co/DvT9WXXabd
"Nairobi, Kenya","500ml thermal flask customized with a name engraved.
/ 0776371271 / 0114060401 
https://t.co/NKDe92d8r0… https://t.co/u0L5zNOZTW"
"Nairobi, Kenya",Businessman Chris Kirubi kept so many secrets that have only been made public after his death leaving most Kenyans… https://t.co/oZAjKTGLC0
Nairobi ,"Raila responds to Kalonzo Musyoka, says he has not declared that he will vie in 2022.

#RailaOdinga
#KalonzoMusyoka https://t.co/Ndil0BIE9y"
Nairobi,"I believe what @skmusyoka has said, who would allow himself to be a running mate for a third time to #RailaOdinga"
,'I'm not a weakling. #Raila and I have never sat to discuss 2022. I will be the most stupid person on earth to supp… https://t.co/8Wby36uDev
"Nakuru, Kenya","This is how my Delicious supper was Destroyed last night just like Fransisco Atwoli Road sign
#Itumbi
#UgaliMan… https://t.co/UoiaEQ7DXO"
Jamhuri Show Grounds ,"Well maintained Toyota Probox.
Going for Ksh.450,000.Negotiable.
Contact owner on 0723117285
For more cars please v… https://t.co/yrp5petdB8"
Nairobi,foolish man will complain about a hole in his pocket but a wise man will use it to scratch his balls. #RailaOdinga… https://t.co/by1bh5cbmK
